0_,1_Symbol,2_Company Name,3_,4_High,5_Offer Shares,6_Offer Price,7_Close Price,8_Bid Price,9_Bid Shares,10_Low,11_Shares,12_Prev Close,13_Chg,14_%,15_Trades,16_Avg Price,17_52 Week High,18_52 Week Low,19_Riyal,Timestamp
,BLDN,Baladna,+,1.389,"22,578",1.377,1.377,1.37,"25,000",1.367,"2,848,732",1.369,0.008,0.58,177,1.373,1.87,1.27,"3,911,773",2023-03-07 17:21:30.118458+00:00
,AKHI,Khaleej Ins,+,2.079,"9,000",2.03,2.03,2.018,"5,000",2.026,"311,191",2.023,0.007,0.35,37,2.039,4.24,1.71,"634,545",2023-03-07 17:21:30.118458+00:00
,QGTS,Nakilat,-,3.691,"107,454",3.62,3.62,3.619,"39,512",3.618,"751,811",3.63,-0.01,0.28,183,3.627,4.23,3.315,"2,726,477",2023-03-07 17:21:30.118458+00:00
,GWCS,Warehousing,+,3.74,17,3.7,3.699,3.632,900,3.636,"26,697",3.652,0.047,1.29,16,3.657,5.006,2.9,"97,640",2023-03-07 17:21:30.118458+00:00
,QEWS,Electricity &Water,+,17.79,"3,609",17.69,17.68,17.68,"30,178",17.65,"135,199",17.65,0.03,0.17,189,17.7,20.0,16.76,"2,392,358",2023-03-07 17:21:30.118458+00:00
,QATI,Qatar Ins,-,1.7,"110,316",1.685,1.685,1.681,"100,000",1.68,"1,760,552",1.7,-0.015,0.88,59,1.686,2.59,1.5,"2,967,843",2023-03-07 17:21:30.118458+00:00
,QNNS,MILAHA,-,9.094,"9,869",9.012,9.012,8.903,"1,239",8.945,"189,112",9.013,-0.001,0.01,101,9.035,12.66,7.755,"1,708,539",2023-03-07 17:21:30.118458+00:00
,MCGS,Medicare,+,6.145,"29,821",6.145,6.145,6.01,"24,192",5.833,"23,858",6.07,0.075,1.24,11,5.986,7.825,5.505,"142,824",2023-03-07 17:21:30.118458+00:00
,BEMA,Beema,+,4.015,0,0.0,4.015,4.01,"17,491",4.01,"22,946",3.65,0.365,10.0,7,4.012,5.6,3.6,"92,053",2023-03-07 17:21:30.118458+00:00
,MERS,Al Meera,+,16.5,"11,454",16.5,16.5,16.12,525,15.99,"245,393",16.0,0.5,3.13,34,16.04,20.8,15.5,"3,935,320",2023-03-07 17:21:30.118458+00:00
,WDAM,Widam,-,1.429,"2,000",1.42,1.41,1.41,"40,823",1.371,"547,344",1.412,-0.002,0.14,26,1.409,3.405,1.302,"771,003",2023-03-07 17:21:30.118458+00:00
,QIMD,Ind.Manf Co,-,2.971,"100,100",2.971,2.971,2.961,"9,275",2.971,"21,530",3.0,-0.029,0.97,2,2.971,4.149,2.823,"63,965",2023-03-07 17:21:30.118458+00:00
,QOIS,Qatar&Oman,+,0.58,"1,240",0.565,0.562,0.562,"111,402",0.56,"529,722",0.553,0.009,1.63,23,0.568,0.954,0.527,"301,062",2023-03-07 17:21:30.118458+00:00
,FALH,Al Faleh Education,+,1.117,"1,100",1.095,1.073,1.073,"5,804",1.063,"372,169",1.058,0.015,1.42,32,1.087,1.718,1.006,"404,513",2023-03-07 17:21:30.118458+00:00
,AHCS,Aamal,-,0.963,"44,767",0.955,0.955,0.949,"1,513",0.948,"548,770",0.96,-0.005,0.52,36,0.953,1.33,0.872,"522,869",2023-03-07 17:21:30.118458+00:00
,DOHI,Doha Ins,=,2.099,"1,396",2.099,2.099,2.045,"10,000",2.099,"3,395",2.099,0.0,0.0,3,2.099,2.528,1.849,"7,126",2023-03-07 17:21:30.118458+00:00
,QISI,Islamic Ins,-,8.765,"1,157",8.6,8.6,8.45,"5,000",8.401,"28,243",8.698,-0.098,1.13,7,8.596,9.475,7.97,"242,765",2023-03-07 17:21:30.118458+00:00
,ZHCD,Zad,+,14.55,955,14.55,14.55,14.1,"1,588",14.48,"11,002",14.0,0.55,3.93,11,14.52,20.95,13.4,"159,764",2023-03-07 17:21:30.118458+00:00
,QLMI,QLM,+,3.65,"26,413",3.8,3.65,3.65,"4,292",3.65,253,3.637,0.013,0.36,2,3.65,6.64,3.541,923,2023-03-07 17:21:30.118458+00:00
,QGRI,General Ins,-,0.94,"8,529",1.013,0.94,0.94,"22,138",0.938,"27,962",1.02,-0.08,7.84,2,0.94,2.199,0.882,"26,284",2023-03-07 17:21:30.118458+00:00
,QETF,QETF,-,10.53,"2,267",10.558,10.53,10.531,"2,067",10.53,"12,189",10.546,-0.016,0.15,7,10.53,14.5,10.213,"128,350",2023-03-07 17:21:30.118458+00:00
,QATR,QATR,-,2.402,"40,735",2.4,2.4,2.397,"41,718",2.4,"128,800",2.402,-0.002,0.08,7,2.4,3.194,2.092,"309,125",2023-03-07 17:21:30.118458+00:00
,ABQK,Ahli B,+,3.906,"2,877",4.135,3.906,3.906,"10,120",3.902,"8,800",3.9,0.006,0.15,3,3.904,4.42,3.85,"34,358",2023-03-07 17:21:30.118458+00:00
,QCFS,Cinema,+,3.299,"3,900",3.299,3.299,3.103,"1,236",3.103,"7,966",3.23,0.069,2.14,5,3.112,3.79,2.79,"24,788",2023-03-07 17:21:30.118458+00:00
,ORDS,Ooredoo,-,9.2,"308,707",9.08,9.08,9.044,"58,000",8.84,"2,562,311",9.501,-0.421,4.43,826,9.002,10.69,7.001,"23,065,309",2023-03-08 16:21:36.395654+00:00
,UDCD,United Dev,-,1.137,"100,000",1.135,1.127,1.127,"4,670",1.12,"3,098,480",1.128,-0.001,0.09,255,1.13,1.694,1.114,"3,499,839",2023-03-08 16:21:36.395654+00:00
,DHBK,Doha B,-,1.73,"15,557",1.7,1.698,1.698,"33,009",1.693,"7,197,083",1.704,-0.006,0.35,486,1.703,2.85,1.58,"12,259,291",2023-03-08 16:21:36.395654+00:00
,MKDM,Mekdam Holding Group,=,7.4,"11,001",7.4,7.4,7.327,"1,695",7.313,"356,417",7.4,0.0,0.0,222,7.398,8.684,5.9,"2,636,804",2023-03-08 16:21:36.395654+00:00
,IQCD,Industries Qatar,-,14.34,"48,856",14.3,14.3,14.26,494,14.17,"4,034,127",14.32,-0.02,0.14,"1,332",14.25,20.35,12.7,"57,475,524",2023-03-08 16:21:36.395654+00:00
,MARK,Rayyan B,-,2.765,"285,473",2.765,2.765,2.757,"3,308",2.741,"6,638,968",2.767,-0.002,0.07,603,2.755,5.98,2.582,"18,293,638",2023-03-08 16:21:36.395654+00:00
,IGRD,Estithmar,+,2.0,"902,786",2.0,2.0,1.999,"9,479",1.871,"39,909,533",1.9,0.1,5.26,"1,253",1.955,2.765,1.423,"78,018,565",2023-03-08 16:21:36.395654+00:00
,QAMC,QAMCO,+,1.775,"406,915",1.772,1.772,1.765,"5,036",1.74,"8,200,157",1.764,0.008,0.45,781,1.766,2.819,1.46,"14,485,386",2023-03-08 16:21:36.395654+00:00
,QNBK,QNB,+,16.77,"47,306",16.77,16.77,16.62,639,16.41,"2,523,657",16.6,0.17,1.02,"1,034",16.68,27.0,15.54,"42,082,846",2023-03-08 16:21:36.395654+00:00
,QIBK,QIB,+,19.22,"37,824",19.22,19.22,19.05,"2,000",18.54,"1,824,307",18.64,0.58,3.11,"1,031",18.88,28.0,17.9,"34,450,010",2023-03-08 16:21:36.395654+00:00
,GISS,Gulf Inter,+,1.934,"33,380",1.929,1.917,1.917,"28,289",1.883,"3,528,165",1.9,0.017,0.9,201,1.916,2.348,1.449,"6,761,724",2023-03-08 16:21:36.395654+00:00
,QGMD,Qatar German Med,-,1.04,"2,740",1.006,1.006,1.004,"12,355",1.0,"6,516,265",1.043,-0.037,3.55,229,1.015,2.679,0.867,"6,616,186",2023-03-08 16:21:36.395654+00:00
,ERES,Ezdan,-,0.962,"26,828",0.947,0.941,0.941,"336,686",0.94,"5,303,733",0.962,-0.021,2.18,151,0.946,1.529,0.78,"5,019,605",2023-03-08 16:21:36.395654+00:00
,MRDS,Mazaya,-,0.619,"50,614",0.602,0.602,0.6,"70,000",0.583,"6,803,506",0.609,-0.007,1.15,157,0.6,1.003,0.522,"4,079,357",2023-03-08 16:21:36.395654+00:00
,DUBK,Dukhan Bank,+,3.199,"97,376",3.111,3.111,3.1,"11,743",3.06,"14,890,377",3.11,0.001,0.03,"1,012",3.144,4.0,2.84,"46,817,336",2023-03-08 16:21:36.395654+00:00
,MCCS,Mannai,+,6.449,"36,132",6.429,6.429,6.4,"8,983",5.91,"1,801,100",6.1,0.329,5.39,298,6.301,14.79,5.592,"11,348,466",2023-03-08 16:21:36.395654+00:00
,QFBQ,Lesha Bank,-,0.928,"10,000",0.91,0.904,0.904,"212,524",0.896,"2,470,219",0.922,-0.018,1.95,75,0.905,1.94,0.803,"2,235,062",2023-03-08 16:21:36.395654+00:00
,QIGD,Investors,-,1.918,"9,754",1.914,1.905,1.905,"21,446",1.881,"5,461,122",1.922,-0.017,0.88,350,1.901,2.7,1.575,"10,380,990",2023-03-08 16:21:36.395654+00:00
,QFLS,Qatar Fuel,+,16.9,"63,065",16.9,16.9,16.8,"10,000",16.7,"763,769",16.77,0.13,0.78,459,16.78,20.08,16.05,"12,818,668",2023-03-08 16:21:36.395654+00:00
,SIIS,Salam,+,0.57,"567,140",0.569,0.569,0.567,"14,300",0.547,"7,925,905",0.564,0.005,0.89,171,0.559,1.154,0.481,"4,431,627",2023-03-08 16:21:36.395654+00:00
,BRES,Barwa,+,2.925,"5,195",2.911,2.91,2.91,"22,051",2.839,"3,284,149",2.874,0.036,1.25,428,2.898,3.968,2.6,"9,518,578",2023-03-08 16:21:36.395654+00:00
,MPHC,Mesaied,-,2.23,"16,469",2.23,2.221,2.221,"17,406",2.153,"1,448,474",2.23,-0.009,0.4,172,2.215,3.127,1.995,"3,208,846",2023-03-08 16:21:36.395654+00:00
,VFQS,Vodafone,+,1.618,"28,527",1.615,1.615,1.596,"19,120",1.59,"1,417,154",1.613,0.002,0.12,192,1.608,1.796,1.5,"2,279,241",2023-03-08 16:21:36.395654+00:00
,QIIK,QIIB,-,10.74,"25,295",10.69,10.69,10.58,"14,556",10.61,"614,637",10.76,-0.07,0.65,269,10.7,14.39,9.55,"6,575,461",2023-03-08 16:21:36.395654+00:00
,NLCS,Nat.leasing,-,0.695,"84,686",0.691,0.69,0.69,"1,020,000",0.683,"3,218,478",0.694,-0.004,0.58,78,0.687,1.021,0.64,"2,212,387",2023-03-08 16:21:36.395654+00:00
,IHGS,Inma,-,3.08,"5,922",3.072,3.072,3.065,"4,257",3.02,"252,751",3.101,-0.029,0.94,40,3.063,6.68,2.8,"774,098",2023-03-08 16:21:36.395654+00:00
,CBQK,Commercial B,=,6.205,"13,649",6.2,6.2,6.155,124,6.109,"1,918,711",6.2,0.0,0.0,592,6.189,8.699,4.8,"11,875,855",2023-03-08 16:21:36.395654+00:00
,DBIS,Dlala,-,0.808,"100,000",0.804,0.803,0.803,"154,378",0.798,"1,290,797",0.809,-0.006,0.74,59,0.802,2.027,0.735,"1,034,934",2023-03-08 16:21:36.395654+00:00
,QNCD,Q Cement,-,4.345,"6,976",4.297,4.297,4.221,"10,000",4.206,"47,891",4.319,-0.022,0.51,26,4.233,5.71,4.17,"202,744",2023-03-08 16:21:36.395654+00:00
,BLDN,Baladna,-,1.373,"6,000",1.34,1.34,1.338,"30,908",1.337,"2,787,677",1.377,-0.037,2.69,129,1.353,1.87,1.27,"3,771,059",2023-03-08 16:21:36.395654+00:00
,AKHI,Khaleej Ins,+,2.065,"2,333",2.065,2.04,2.04,"44,873",1.92,"622,101",2.03,0.01,0.49,78,2.011,4.24,1.71,"1,250,740",2023-03-08 16:21:36.395654+00:00
,QGTS,Nakilat,-,3.654,"828,799",3.57,3.57,3.566,250,3.563,"2,630,754",3.62,-0.05,1.38,543,3.572,4.23,3.315,"9,396,805",2023-03-08 16:21:36.395654+00:00
,GWCS,Warehousing,+,3.761,758,3.762,3.76,3.76,881,3.601,"675,144",3.699,0.061,1.65,57,3.683,5.006,2.9,"2,486,326",2023-03-08 16:21:36.395654+00:00
,QEWS,Electricity &Water,-,17.8,"6,348",17.6,17.58,17.58,"7,548",17.58,"584,617",17.68,-0.1,0.57,735,17.62,20.0,16.76,"10,300,355",2023-03-08 16:21:36.395654+00:00
,QATI,Qatar Ins,-,1.709,"5,501",1.709,1.68,1.68,"6,267",1.679,"1,758,682",1.685,-0.005,0.3,71,1.68,2.59,1.5,"2,955,204",2023-03-08 16:21:36.395654+00:00
,QNNS,MILAHA,-,9.04,"2,000",8.93,8.922,8.922,"76,116",8.904,"735,168",9.012,-0.09,1.0,255,8.93,12.66,7.755,"6,565,242",2023-03-08 16:21:36.395654+00:00
,MCGS,Medicare,=,6.15,"6,464",6.145,6.145,6.07,"29,000",5.901,"107,542",6.145,0.0,0.0,18,6.07,7.825,5.505,"652,807",2023-03-08 16:21:36.395654+00:00
,BEMA,Beema,-,4.28,"10,000",4.149,4.0,4.0,"2,932",3.995,"116,902",4.015,-0.015,0.37,11,4.159,5.6,3.6,"486,169",2023-03-08 16:21:36.395654+00:00
,MERS,Al Meera,-,16.4,950,16.34,16.15,16.15,"11,526",15.99,"353,082",16.5,-0.35,2.12,64,16.11,20.8,15.5,"5,687,821",2023-03-08 16:21:36.395654+00:00
,WDAM,Widam,-,1.41,"5,000",1.4,1.387,1.39,"19,880",1.385,"210,166",1.41,-0.023,1.63,20,1.4,3.405,1.302,"294,285",2023-03-08 16:21:36.395654+00:00
,QIMD,Ind.Manf Co,+,3.03,"16,000",3.026,2.978,2.978,"2,900",2.978,"119,164",2.971,0.007,0.24,15,2.978,4.149,2.823,"354,922",2023-03-08 16:21:36.395654+00:00
,QOIS,Qatar&Oman,-,0.561,"22,255",0.557,0.551,0.551,"70,760",0.545,"299,840",0.562,-0.011,1.96,23,0.551,0.954,0.527,"165,087",2023-03-08 16:21:36.395654+00:00
,FALH,Al Faleh Education,-,1.078,"29,407",1.078,1.05,1.05,"10,399",1.034,"9,562",1.073,-0.023,2.14,5,1.076,1.718,1.006,"10,287",2023-03-08 16:21:36.395654+00:00
,AHCS,Aamal,-,0.92,"2,133",0.918,0.9,0.9,"129,161",0.885,"983,808",0.955,-0.055,5.76,67,0.902,1.33,0.872,"886,938",2023-03-08 16:21:36.395654+00:00
,DOHI,Doha Ins,-,2.023,"1,603",1.99,1.99,1.955,"5,600",1.99,"27,046",2.099,-0.109,5.19,7,1.998,2.528,1.849,"54,026",2023-03-08 16:21:36.395654+00:00
,QISI,Islamic Ins,=,0.0,"3,500",8.74,8.6,8.401,"25,555",0.0,0,8.6,0.0,0.0,0,0.0,9.475,7.97,0,2023-03-08 16:21:36.395654+00:00
,ZHCD,Zad,-,14.5,550,14.54,14.5,14.0,"1,387",13.7,"21,542",14.55,-0.05,0.34,12,14.47,20.95,13.4,"311,688",2023-03-08 16:21:36.395654+00:00
,QLMI,QLM,-,3.65,"15,062",3.799,3.6,3.599,61,3.6,"9,819",3.65,-0.05,1.37,6,3.605,6.64,3.541,"35,398",2023-03-08 16:21:36.395654+00:00
,QGRI,General Ins,-,0.938,"67,667",1.016,0.938,0.938,22,0.938,50,0.94,-0.002,0.21,1,0.938,2.199,0.882,46,2023-03-08 16:21:36.395654+00:00
,QETF,QETF,+,10.54,"2,324",10.543,10.54,10.527,"2,254",10.47,"34,519",10.53,0.01,0.1,16,10.486,14.5,10.213,"361,966",2023-03-08 16:21:36.395654+00:00
,QATR,QATR,+,2.405,"4,860",2.405,2.405,2.391,"83,646",2.371,"297,000",2.4,0.005,0.21,11,2.405,3.194,2.092,"714,186",2023-03-08 16:21:36.395654+00:00
,ABQK,Ahli B,=,3.906,"10,000",4.2,3.906,3.908,"10,000",3.906,"2,000",3.906,0.0,0.0,1,3.906,4.42,3.85,"7,812",2023-03-08 16:21:36.395654+00:00
,QCFS,Cinema,=,0.0,"2,300",3.297,3.299,3.063,500,0.0,0,3.299,0.0,0.0,0,0.0,3.79,2.79,0,2023-03-08 16:21:36.395654+00:00
,ORDS,Ooredoo,+,9.187,"127,852",9.158,9.158,9.123,"1,314",9.031,"1,635,640",9.08,0.078,0.86,693,9.115,10.69,7.001,"14,908,159",2023-03-09 16:21:32.596203+00:00
,UDCD,United Dev,-,1.135,"5,680",1.126,1.118,1.118,"52,609",1.1,"2,192,766",1.127,-0.009,0.8,157,1.119,1.694,1.1,"2,454,371",2023-03-09 16:21:32.596203+00:00
,DHBK,Doha B,+,1.704,"20,000",1.7,1.699,1.699,"100,000",1.697,"3,579,864",1.698,0.001,0.06,189,1.7,2.85,1.58,"6,087,124",2023-03-09 16:21:32.596203+00:00
,MKDM,Mekdam Holding Group,=,7.41,"6,700",7.4,7.4,7.385,"8,263",7.394,"456,384",7.4,0.0,0.0,221,7.402,8.684,5.9,"3,378,113",2023-03-09 16:21:32.596203+00:00
,IQCD,Industries Qatar,+,14.45,"10,000",14.33,14.33,14.32,"8,628",14.28,"3,461,384",14.3,0.03,0.21,"1,392",14.37,20.35,12.7,"49,738,245",2023-03-09 16:21:32.596203+00:00
,MARK,Rayyan B,+,2.794,"10,002",2.792,2.792,2.79,"30,000",2.765,"7,670,912",2.765,0.027,0.98,828,2.783,5.98,2.582,"21,345,839",2023-03-09 16:21:32.596203+00:00
,IGRD,Estithmar,-,2.047,"649,054",1.96,1.96,1.958,"3,000",1.96,"19,064,104",2.0,-0.04,2.0,887,2.008,2.765,1.423,"38,285,834",2023-03-09 16:21:32.596203+00:00
,QAMC,QAMCO,-,1.78,"87,412",1.76,1.759,1.759,"463,796",1.759,"10,495,095",1.772,-0.013,0.73,674,1.768,2.819,1.46,"18,556,544",2023-03-09 16:21:32.596203+00:00
,QNBK,QNB,-,16.86,"10,000",16.71,16.53,16.53,"23,243",16.53,"915,063",16.77,-0.24,1.43,573,16.66,27.0,15.54,"15,240,197",2023-03-09 16:21:32.596203+00:00
,QIBK,QIB,+,19.68,"1,023",19.39,19.39,19.38,93,19.2,"1,418,300",19.22,0.17,0.88,676,19.52,28.0,17.9,"27,681,810",2023-03-09 16:21:32.596203+00:00
,GISS,Gulf Inter,-,1.935,"82,085",1.9,1.9,1.893,"10,000",1.9,"4,807,838",1.917,-0.017,0.89,198,1.911,2.348,1.449,"9,185,808",2023-03-09 16:21:32.596203+00:00
,QGMD,Qatar German Med,+,1.033,"9,908",1.007,1.007,1.006,"25,000",1.004,"4,676,196",1.006,0.001,0.1,186,1.02,2.679,0.867,"4,768,925",2023-03-09 16:21:32.596203+00:00
,ERES,Ezdan,-,0.944,"32,414",0.939,0.94,0.931,"25,000",0.925,"2,804,391",0.941,-0.001,0.11,102,0.937,1.529,0.78,"2,626,946",2023-03-09 16:21:32.596203+00:00
,MRDS,Mazaya,-,0.608,"60,530",0.6,0.6,0.593,"24,932",0.591,"4,591,777",0.602,-0.002,0.33,98,0.599,1.003,0.522,"2,750,561",2023-03-09 16:21:32.596203+00:00
,DUBK,Dukhan Bank,+,3.149,"43,411",3.12,3.12,3.119,"20,546",3.085,"8,169,594",3.111,0.009,0.29,811,3.121,4.0,2.84,"25,494,850",2023-03-09 16:21:32.596203+00:00
,MCCS,Mannai,-,6.587,"27,938",6.395,6.395,6.315,35,6.307,"1,326,071",6.429,-0.034,0.53,225,6.412,14.79,5.592,"8,502,810",2023-03-09 16:21:32.596203+00:00
,QFBQ,Lesha Bank,+,0.92,"35,000",0.914,0.905,0.905,270,0.904,"441,353",0.904,0.001,0.11,33,0.91,1.94,0.803,"401,756",2023-03-09 16:21:32.596203+00:00
,QIGD,Investors,+,1.932,"262,200",1.917,1.917,1.906,220,1.9,"2,255,340",1.905,0.012,0.63,124,1.909,2.7,1.575,"4,306,229",2023-03-09 16:21:32.596203+00:00
,QFLS,Qatar Fuel,-,16.94,"81,337",16.74,16.74,16.62,"1,605",16.61,"491,945",16.9,-0.16,0.95,362,16.78,20.08,16.05,"8,255,104",2023-03-09 16:21:32.596203+00:00
,SIIS,Salam,-,0.578,"271,142",0.567,0.567,0.565,"1,166",0.563,"4,093,017",0.569,-0.002,0.35,155,0.568,1.154,0.481,"2,325,950",2023-03-09 16:21:32.596203+00:00
,BRES,Barwa,-,2.942,"3,849",2.938,2.9,2.9,"97,318",2.89,"1,367,434",2.91,-0.01,0.34,235,2.917,3.968,2.6,"3,988,442",2023-03-09 16:21:32.596203+00:00
,MPHC,Mesaied,-,2.24,"6,747",2.23,2.22,2.22,"148,073",2.185,"4,198,216",2.221,-0.001,0.04,373,2.222,3.127,1.995,"9,328,277",2023-03-09 16:21:32.596203+00:00
,VFQS,Vodafone,+,1.657,"61,292",1.655,1.654,1.654,"8,138",1.6,"5,493,371",1.615,0.039,2.42,231,1.632,1.796,1.5,"8,964,495",2023-03-09 16:21:32.596203+00:00
,QIIK,QIIB,-,10.8,"100,000",10.7,10.61,10.61,"20,939",10.6,"1,079,955",10.69,-0.08,0.75,427,10.7,14.39,9.55,"11,556,051",2023-03-09 16:21:32.596203+00:00
,NLCS,Nat.leasing,-,0.7,"32,106",0.69,0.685,0.685,"106,889",0.685,"1,111,368",0.69,-0.005,0.72,57,0.692,1.021,0.64,"769,335",2023-03-09 16:21:32.596203+00:00
,IHGS,Inma,+,3.099,"53,144",3.074,3.074,3.044,"4,140",3.006,"105,341",3.072,0.002,0.07,19,3.06,6.68,2.8,"322,307",2023-03-09 16:21:32.596203+00:00
,CBQK,Commercial B,+,6.399,"15,797",6.33,6.28,6.28,"206,686",6.22,"1,959,501",6.2,0.08,1.29,683,6.295,8.699,4.8,"12,335,172",2023-03-09 16:21:32.596203+00:00
,DBIS,Dlala,-,0.809,"297,589",0.799,0.799,0.791,"14,099",0.786,"1,350,056",0.803,-0.004,0.5,62,0.794,2.027,0.735,"1,071,831",2023-03-09 16:21:32.596203+00:00
,QNCD,Q Cement,+,4.374,"6,957",4.339,4.339,4.28,470,4.224,"46,158",4.297,0.042,0.98,18,4.272,5.71,4.17,"197,180",2023-03-09 16:21:32.596203+00:00
,BLDN,Baladna,-,1.35,700,1.316,1.313,1.313,"60,404",1.3,"2,679,812",1.34,-0.027,2.02,143,1.317,1.87,1.27,"3,528,315",2023-03-09 16:21:32.596203+00:00
,AKHI,Khaleej Ins,-,2.065,"9,584",2.019,2.005,2.005,"11,000",2.0,"451,090",2.04,-0.035,1.72,64,2.043,4.24,1.71,"921,480",2023-03-09 16:21:32.596203+00:00
,QGTS,Nakilat,-,3.59,"8,761",3.55,3.55,3.52,"8,000",3.55,"2,297,898",3.57,-0.02,0.56,467,3.574,4.23,3.315,"8,211,791",2023-03-09 16:21:32.596203+00:00
,GWCS,Warehousing,-,3.762,"23,400",3.769,3.7,3.7,"5,000",3.622,"1,822,729",3.76,-0.06,1.6,29,3.7,5.006,2.9,"6,743,483",2023-03-09 16:21:32.596203+00:00
,QEWS,Electricity &Water,=,17.65,"2,512",17.69,17.58,17.58,"5,440",17.53,"273,701",17.58,0.0,0.0,210,17.6,20.0,16.76,"4,816,319",2023-03-09 16:21:32.596203+00:00
,QATI,Qatar Ins,-,1.67,"28,090",1.66,1.66,1.64,"30,000",1.643,"3,182,026",1.68,-0.02,1.19,42,1.658,2.59,1.5,"5,275,157",2023-03-09 16:21:32.596203+00:00
,QNNS,MILAHA,-,9.109,"1,910",8.98,8.69,8.69,"40,512",8.69,"3,779,136",8.922,-0.232,2.6,403,8.985,12.66,7.755,"33,956,680",2023-03-09 16:21:32.596203+00:00
,MCGS,Medicare,+,6.17,152,6.08,6.148,6.055,"3,000",6.148,"44,774",6.145,0.003,0.05,6,6.148,7.825,5.505,"275,271",2023-03-09 16:21:32.596203+00:00
,BEMA,Beema,-,4.0,"1,425",3.9,3.899,3.802,"3,000",3.8,"41,395",4.0,-0.101,2.52,7,3.906,5.6,3.6,"161,681",2023-03-09 16:21:32.596203+00:00
,MERS,Al Meera,-,16.35,690,16.18,16.01,16.01,696,15.79,"46,274",16.15,-0.14,0.87,27,15.88,20.8,15.5,"734,801",2023-03-09 16:21:32.596203+00:00
,WDAM,Widam,+,1.425,"19,912",1.425,1.42,1.42,"821,712",1.386,"428,149",1.387,0.033,2.38,20,1.418,3.405,1.302,"607,313",2023-03-09 16:21:32.596203+00:00
,QIMD,Ind.Manf Co,+,2.984,"7,952",3.028,2.984,2.984,"19,800",2.98,"225,477",2.978,0.006,0.2,6,2.981,4.149,2.823,"672,205",2023-03-09 16:21:32.596203+00:00
,QOIS,Qatar&Oman,+,0.57,"23,464",0.56,0.552,0.552,"2,910",0.551,"444,908",0.551,0.001,0.18,25,0.553,0.954,0.527,"245,964",2023-03-09 16:21:32.596203+00:00
,FALH,Al Faleh Education,-,1.082,"9,707",1.074,1.046,1.046,"11,546",1.036,"10,313",1.05,-0.004,0.38,3,1.037,1.718,1.006,"10,698",2023-03-09 16:21:32.596203+00:00
,AHCS,Aamal,+,0.927,"159,919",0.914,0.914,0.895,"22,381",0.895,"756,385",0.9,0.014,1.56,42,0.9,1.33,0.872,"680,873",2023-03-09 16:21:32.596203+00:00
,DOHI,Doha Ins,-,1.98,"10,000",1.98,1.98,1.975,"2,330",1.975,"15,170",1.99,-0.01,0.5,3,1.978,2.528,1.849,"30,010",2023-03-09 16:21:32.596203+00:00
,QISI,Islamic Ins,=,0.0,"1,300",8.598,8.6,8.318,"1,313",0.0,0,8.6,0.0,0.0,0,0.0,9.475,7.97,0,2023-03-09 16:21:32.596203+00:00
,ZHCD,Zad,=,14.5,"2,501",14.5,14.5,14.04,"1,000",14.03,981,14.5,0.0,0.0,3,14.27,20.95,13.4,"13,998",2023-03-09 16:21:32.596203+00:00
,QLMI,QLM,-,3.799,"1,116",3.47,3.331,3.3,"4,521",3.24,"153,435",3.6,-0.269,7.47,17,3.278,6.64,3.24,"503,035",2023-03-09 16:21:32.596203+00:00
,QGRI,General Ins,+,0.95,"24,950",0.95,0.95,0.89,"12,057",0.85,"24,881",0.938,0.012,1.28,5,0.852,2.199,0.85,"21,188",2023-03-09 16:21:32.596203+00:00
,QETF,QETF,+,10.666,"2,050",10.613,10.666,10.602,"2,041",10.586,"8,013",10.54,0.126,1.2,4,10.618,14.5,10.213,"85,080",2023-03-09 16:21:32.596203+00:00
,QATR,QATR,+,2.409,"82,986",2.41,2.407,2.407,"82,668",2.405,"167,800",2.405,0.002,0.08,7,2.407,3.194,2.092,"403,901",2023-03-09 16:21:32.596203+00:00
,ABQK,Ahli B,+,3.908,550,4.019,3.908,3.906,"10,000",3.908,"30,500",3.906,0.002,0.05,3,3.908,4.42,3.85,"119,194",2023-03-09 16:21:32.596203+00:00
,QCFS,Cinema,+,3.397,"3,670",3.397,3.397,3.06,"3,554",3.397,100,3.299,0.098,2.97,1,3.397,3.79,2.79,339,2023-03-09 16:21:32.596203+00:00
,ORDS,Ooredoo,+,9.187,"127,852",9.158,9.158,9.123,"1,314",9.031,"1,635,640",9.08,0.078,0.86,693,9.115,10.69,7.001,"14,908,159",2023-03-10 16:21:26.039437+00:00
